,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context
19426,Soll der Verkehr  nun teurer werden oder nicht?,CDU/CSU,Horst Gibtner,SPD,Reinhold Hiller,1993-03-11,11639," Fachverbände  im Urteil über dieses Steuertheater ernst nehmen.  Alle sind sich darin einig, daß das Autobahn- Abkassier-Modell der Bundesregierung verkehrs- und umweltpolitisch sinn- und nutzlos ist. Hier soll  eine Kopfsteuer für Autofahrer als Füllmasse für  Haushaltslöcher eingeführt werden.  ("
181384,"WennSie mich bitte entschuldigen wollen, Frau Kollegin!",FDP,Dr. Guido Westerwelle,DIE LINKE,Petra Pau,2007-09-20,83003," es übrigens am Sonnabend in Berlin eine bundesweite Demonstration geben. Ich lade Sie alle dazu ein. 14.30 Uhr am Brandenburger Tor: Gegen Überwachung und Datenklau, für Freiheit und Bürgerrechte.  Ich werde jedenfalls dabei sein.  (Beifall bei der LINKEN sowie des Abg. Wolfgang Wieland [GRÜNE]  "
141675,"Erzählen sollen Sie mir nichts! Und wenn, dann aus Nordrhein",CDU/CSU,Beatrix Philipp,GRÜNE,von Neuforn,2004-09-07,67588,"Frau Präsidentin! Meine Damen und Herren! Frau Philipp, ich habe Ihren Ausführungen zum Thema Polizei sehr interessiert zugehört. Ich will Ihnen etwas aus Niedersachsen, dem Bundesland, aus dem ich komme, erzählen.  ("
453050,Klare Ansage!,CDU/CSU,<unknown>,GRÜNE,Dr. Wolfgang Strengmann-Kuhn,2024-02-01,200311,"rschlag gemacht. (Beifall beim GRÜNE) Beim Eingliederungstitel habe ich eine Bitte an den Finanzminister und an den Arbeitsminister. Es gab diesen Kürzungsvorschlag, der durchaus Schaden angerichtet hat. Ich würde Sie bitten, beim nächsten Haushaltsentwurf auf diesen Kürzungsvorschlag zu verzichten "
362784,"„Nie wieder Faschismus, nie wieder Krieg“, so heißt das!",DIE LINKE,Matthias W. Birkwald,AfD,Jürgen Braun,2019-12-18,163360,"ist, arbeitet solide und zuverlässig. Staatlich verordnete Folter aber muss auch in Zukunft unmöglich bleiben. Der Sozialismus, der im vergangenen Jahrhundert so viele Menschen auch hierzulande zu Opfern von Folter werden ließ, darf nicht zurückkommen. Nie wieder Sozialismus! (Beifall bei der AfD – "
295078,Sehr gut!,GRÜNE,Oliver Krischer,SPD,Johann Saathoff,2015-05-21,132349,"e Evolution frei.  Ich sagte eingangs, dass bei der Energieklimapolitik ständig nachjustiert werden muss. Das Verständnis dafür ist nicht überall vorhanden, um das einmal ganz vorsichtig zu sagen. Deswegen möchte ich noch einige Worte zu dem Vorschlag von Frau Aigner zum Energieleitungsbau sagen.  ("
417137,Was?,GRÜNE,Renate Künast,CDU/CSU,Christina Stumpp,2023-01-18,189105,Herr Minister Özdemir. Bei uns in Deutschland bricht gerade die Schweinehaltung zusammen. Und was tun Sie? Mit Ihrem Tierhaltungskennzeichnungsgesetz zerstören Sie alles bisher Erreichte und machen sich mitschuldig am Niedergang der Tierhaltung in Deutschland. (Beifall bei der CDU/CSU und der AfD – 
444470,Die sind immer noch drin!,GRÜNE,Nyke Slawik,CDU/CSU,Ulrich Lange,2023-11-15,198080,"[CDU/CSU]: So ist es!) Das kann nicht sein. „Mogelticket“ kann ich an dieser Stelle nur sagen. (Beifall bei der CDU/CSU) Dann zu dem Vorwurf, dass die Länder die Regionalisierungsmittel nicht ausgeben. Liebe Kolleginnen und Kollegen der SPD, zunächst mal waren Sie viele Jahre mit in der Regierung. ("
79715,"Ja, klar!",SPD,Klaus Lennartz,FDP,Carl-Ludwig Thiele,2000-05-10,47767,"rsteuert worden, und zwar von denjenigen, die das Vermögen angesammelt bzw. aufgebaut haben. (Klaus Lennartz [SPD]: Wer bestreitet das?) Insofern brauchen wir hier keine stärkere Besteuerung. Im Gegenteil: Wir brauchen eine erhebliche Erleichterung für Betriebsnachfolger beim Erbschaftsteuerrecht. ("
20582,Jetzt hören  Sie doch zu!,GRÜNE,Vera Wollenberger,GRÜNE,Ingrid Köppe,1993-04-29,12496,"verantwortlich und sonst gar nichts!)  Ein drittes Argument, das immer vorgebracht wird,  lautet: Wir sind mit der Bannmeilenregelung sehr gut  hingekommen.  (Georg Gallus [FDP]: Sie brauchen sich  nicht zu wundern, daß wir Politikverdrossen-heit haben! — Zurufe von der CDU/CSU —  Gegenruf der Abg. "
50282,Herr Weng  hat doch keine Ahnung!,SPD,Ingrid Matthäus-Maier,SPD,Dr. Peter Struck,1996-12-12,33170,"ormen Erhebung einer Vermögensteuer für natürliche Personen eingebracht.  (Dr. Wolfgang Weng [Gerlingen] [FDP]:  Das ist doch unwahr!)   - Nun reden Sie doch keinen Stuß! Das ist natürlich  wahr. Waren Sie denn dabei, als wir diesen Gesetzentwurf eingebracht haben? Herr Weng, hören Sie  doch auf!  ("
77140,Dank Ihrer Gesundheitsreform!,FDP,Walter Hirche,SPD,Monika Ganseforth,2000-01-27,46514,", in der Atemwegs- therapie eingesetzt. Diese sind dann wieder FCKW- getrieben. Die Ursache ist das Arzneimittelsparprogramm, denn die Generika sind erheblich preiswerter  als die Pulverinhalatoren. Das führt dazu, dass das, was  möglich wäre und was es inzwischen gibt, zu wenig  eingesetzt wird.  ("
152126,Die hat Ihnen wehgetan!,GRÜNE,Hans-Josef Fell,CDU/CSU,Helge Braun,2005-02-24,70748,"elig! Da haben Sie die Finger aufgemacht!) Helge BraunIn der Debatte heute haben Sie immer wieder den Präsidenten der Hochschulrektorenkonferenz als Kronzeugen angeführt und die gestrige Pressekonferenz von Hochschulrektorenkonferenz, Wissenschaftsrat und Deutscher Forschungsgemeinschaft erwähnt.  ("
52469,Sie erzählen ein konfuses Zeug!,SPD,Rudolf Bindig,CDU/CSU,Dr. Dietrich Mahlo,1997-04-17,34710,"at mit umgekehrtem Vorzeichen in der Tat  sehr viel mit unserem Thema zu tun, Herr Kollege,  obwohl ich zugebe, daß Ihre Politik damals erfolgreich war, weil sie zur Erosion dieser Regime beigetragen hat. Aber - das sage ich dazu - es war nicht  Ihre Absicht, es war Ihnen am Anfang fast peinlich.  ("
329997,Welche Werte?,AfD,<unknown>,CDU/CSU,Volker Kauder,2018-05-16,149229,"e Kolleginnen! Liebe Kollegen! Ich möchte mit dem Thema Europa kurz anfangen, weil es sowohl für unsere Zukunft von großer Bedeutung ist, weil es auch in dieser Haushaltsdebatte eine Bedeutung hat und weil die Werte dieses Europas für die allermeisten in diesem Hohen Haus von großer Bedeutung sind. "
140779,Unstrittig!,CDU/CSU,<unknown>,GRÜNE,Christine Scheel,2004-06-18,67250,"t getroffen wurde. Die unionsgeführten Länder wollten gar nichts für die Alleinerziehenden tun. Die rot-grüne Regierung hat einen Vorschlag unterbreitet, der allerdings nicht 100-prozentig das umfasst, was wir politisch erreichen wollten. Deswegen ist es richtig, dass dieser Waggon angehängt wird.  "
46953,"Ich gebe zu, daß  Haushaltsplan und Stellenplan schwer zu  lesen sind!",CDU/CSU,<unknown>,SPD,Elke Ferner,1996-09-10,30754,rsacher regeln.  (Matthias Wissmann [CDU/CSU]: Das  stimmt doch nicht!)  - Natürlich stimmt es. Im Verhältnis zum letzten Jahr  gibt es überhaupt keine Veränderung. Der Hinweis  auf das von Ihnen selbst verursachte Chaos in der  Haushaltspolitik hilft Ihnen an dieser Stelle überhaupt nicht weiter.  
437303,Kommen Sie mal nach Niedersachsen!,SPD,Dunja Kreiser,CDU/CSU,Philipp Amthor,2023-09-20,195573," reagieren. Ich finde, offen gesagt, gerade als bayerische Abgeordnete, selbst von der SPD, könnten Sie eigentlich ein bisschen stolz sein auf Ihr Bundesland. (Beifall bei der CDU/CSU) Denn eins muss man mal sagen: Wenn es in vielen SPD-regierten Ländern nur halb so gut laufen würde wie in Bayern, ("
200145,Was soll das denn heißen? Sie müssen sich unsere Kritik schon anhören!,GRÜNE,Irmingard Schewe-Gerigk,CDU/CSU,Michaela Noll,2009-03-05,92247,"h begehen und feiern sollten, genauso wie den Festakt „90 Jahre Frauenwahlrecht“. Diese beiden Ereignisse sind Meilensteine für die politische und gesellschaftliche Partizipation von Frauen gewesen. Deswegen bin ich der Meinung, dass diese Debatte in falsche Bahnen läuft. (Beifall bei der CDU/CSU – "
369333,"Das ist einfach, weil es ja so ist!",FDP,Dr. Marco Buschmann,CDU/CSU,Philipp Amthor,2020-05-14,166746,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Eines muss man ja wirklich zugestehen: Die Opposition ist wirklich beharrlich und auch durchaus erfolgreich darin, den Eindruck zu perpetuieren, als würden CDU und CSU per se gegen eine Verkleinerung des Bundestages sein, ("
249559,Richtig!,DIE LINKE,Dr. Ilja Seifert,GRÜNE,Tabea Rößner,2012-01-27,111629,"bersetzt wurde. Ich finde es daher vorbildlich, dass die SPD diesen Antrag so vorgelegt hat. Ich weiß, dass es das in Rheinland-Pfalz auch schon gab. Gleichzeitig finde ich es aber auch sehr schade, dass ich das herausstellen muss; denn aus meiner Sicht sollte das eine Selbstverständlichkeit sein. ("
374453,So ein Quatsch!,FDP,Bettina Stark-Watzinger,DIE LINKE,Klaus Ernst,2020-09-29,169489,"Herzlichen Dank, Herr Präsident. – Herr Fricke, Sie haben mit großem Enthusiasmus vorgetragen, dass Sie jetzt in der Krise die Sparpolitik der FDP in den Vordergrund stellen würden. ("
376566,Aber das Vertrauen in mich vielleicht!,CDU/CSU,Sebastian Brehm,FDP,Katja Hessel,2020-10-09,170264,"zu beheben. (Lisa Paus [GRÜNE]: Ja!) Ich finde, das ist ein richtiges Zeichen. Lieber Kollege Brehm, ganz ehrlich, trotz alldem, was Sie ausgeführt haben: Meine Fraktion kann das Vertrauen in die Bundesregierung, dass da noch was passiert, nicht wirklich teilen. (Beifall bei der FDP und dem GRÜNE – "
76108,Wie unehrlich man miteinander umgeht!,CDU/CSU,Dr. Wolfgang Schäuble,CDU/CSU,Michael Glos,1999-12-16,46061,". Das ist schon ein gewaltiger Unterschied zu Luxemburg. Ich sage das nur, weil es vorhin in der Diskussion war. Ecevit hat laut „Hürriyet“ erklärt, in spätestens fünf Jahren werde die Türkei Vollmitglied in der EU sein. Das zeigt aber auch, wie weit die Erwartungen letztendlich auseinanderliegen. ("
319790,"Ja! Aber das ist Ihre Sache, die Regierungserklärung!",DIE LINKE,Heike Hänsel,CDU/CSU,Dr. Gerd Müller,2017-04-26,143925,"tzung das Dokument verteilen können. Ich weiß nicht, warum dies nicht passiert ist. (René Röspel [SPD]: In der Zeit kann man es sowieso nicht lesen!) Unabhängig davon wiederhole ich meine Aussage: Wir sollten und müssen das Thema in einer Regierungserklärung oder in einer großen Debatte vertiefen. ("
344834,Das fordern wir immer noch aus voller Überzeugung!,FDP,Nicole Bauer,AfD,Jens Maier,2019-02-15,155695,"en Schwangerschaftsabbruch Als ich das gelesen hatte, dachte ich mir: Das hätte ja noch viel schlimmer kommen können. Denn die Linken, die Grünen und zuletzt auch die FDP – das fand ich ganz besonders schlimm und peinlich – standen da wie eine Phalanx und forderten die Abschaffung des § 219a StGB. ("
192089,Doch!,CDU/CSU,Reinhard Grindel,SPD,Dr. Lale Akgün,2008-06-19,88392," Der Ausländerbericht schlägt die richtigen Instrumente vor. Darauf möchte ich jetzt aber nicht näher eingehen, weil ich auf einen dritten Punkt zu sprechen kommen möchte. Ich meine die Einbürgerung. Wir müssen endlich begreifen, dass Einbürgerung nicht der Schlusspunkt gelungener Integration ist, ("
245263,Ja!,DIE LINKE,Dr. Axel Troost,CDU/CSU,von Stetten,2011-11-11,109852,"ndern auch in anderen Bereichen Gift. Die in Ihrem Antrag vorgesehene Verdoppelung der Erbschaftsteuer bedeutet ebenso eine Enteignung. (Dr. Axel Troost [DIE LINKE]: Da ist was  dran!) Sie wollen die Einnahmen aus der Erbschaftsteuer von momentan 4,5 Milliarden Euro auf 10 Milliarden Euro erhöhen. ("
151299,Weil die  Menschen alle arbeitslos werden!,CDU/CSU,Helmut Heiderich,SPD,Gabriele Hiller-Ohm,2005-02-17,70470,"erem Land schlichtweg falsch versichert. So meinen sie, mit einer Kapitallebensversicherung die richtige Wahl getroffen zu haben. Fehlanzeige, denn fast 80 Prozent dieser Versicherungen werden – mit erheblichen Kosten für den Versicherungsnehmer – vor Vertragsablauf gekündigt oder auf Eis gelegt.  ("
54278,Das ist der ent,CDU/CSU,<unknown>,CDU/CSU,Julius Louven,1997-06-27,35817,"und die  steigende Lebenserwartung, die ich natürlich jedem  gönne, haben ein solches Gewicht, daß weder mit einer guten Beschäftigungslage noch durch eine deutlich steigende Erwerbsbeteiligung oder durch noch  so hohe Zuwanderungszahlen langfristig ein starker  Beitragsanstieg zu verhindern wäre.  "
413699,Bitte nicht!,FDP,Dr. Marie-Agnes Strack-Zimmermann,CDU/CSU,Stefan Müller,2022-11-25,187957,"ungssitzung, sondern an der Intransparenz Ihres Haushaltes, (Beifall bei der CDU/CSU sowie des Abg. Wolfgang Wiehle [AfD]) dass Sie selbst nicht mehr wissen, wie die Zahlen zustande kommen, und in einer Bundespressekonferenz nicht einmal mehr einfache Fragen beantworten können. Ich fasse zusammen: ("
847,Leider wahr!,CDU/CSU,Ernst Hinsken,FDP,Dr. Helmut Haussmann,1991-04-25,750,"ndesländern der Regierung nur weiteres  Standvermögen bei den Bemühungen wünschen, die  Zusagen von Ministerpräsident Pawlow nun auch  durchzusetzen. Die erst heute wieder bekanntgewordenen großen Zahlungsverzögerungen im deutschsowjetischen Wirtschafts- und Zahlungsverkehr sind  kein gutes Omen.  ("
399206,Die werden jedenfalls nicht vom Verfassungsschutz beobachtet!,SPD,Daniel Baldy,AfD,Ulrike Schielke-Ziesing,2022-05-31,183470,"gend, Grüne Jugend, Jusos und Co bekommen Steuergeld für ihre nicht parteipolitische Arbeit. Ein Unwort in sich! Anstatt das Geld zu streichen, wie wir vorgeschlagen haben, haben Sie die Gelder dafür sogar verdoppelt: Zack – 4 Millionen weg! Sie geben Ihren eigenen Jugendorganisationen Steuergeld, ("
420100,Zur Sache!,AfD,<unknown>,SPD,Esra Limbacher,2023-02-09,190103,"it hier zu nutzen, um nur über die AfD zu sprechen. Es lohnt sich nicht. (Beifall bei der SPD, dem GRÜNE und der FDP sowie bei Abgeordneten der CDU/CSU – Stephan Brandner [AfD]: Machen Sie ruhig weiter! – Enrico Komning [AfD]: Nee! Reden Sie mal über Bürokratieentlastung! Das wäre besser! – Weiterer"
72776,Als Zuschuß oder Darlehen?,SPD,Dieter Rossmann,CDU/CSU,Werner Lensing,1999-10-29,44941,"zuständigen Verwaltungsstellen zirka 160 000 Parl. Staatssekretär Wolf-Michael Catenhusen Förderanträge bewilligt worden sein. Ich darf Ihnen weiterhin sagen, daß die Gefördertenzahl von über 70 000 Personen mit einer Gesamtfördersumme von 780 Millionen DM eine deutliche Sprache spricht. (Dr. Ernst "
210266,"Wollen wir einmal gucken, wie der Lehrieder sich da rauswindet!",SPD,Anton Schaaf,SPD,Katja Mast,2010-01-28,96813," Lösung des Problems  angeboten. (Paul Lehrieder [CDU/CSU]: Die ist immer  noch ausgestreckt!) Wir von der SPD schlagen ein, geschätzte Regierungskoalition. (Beifall bei der SPD – Paul Lehrieder [CDU/ CSU]: Wir hatten gesagt: bis Mitte des Jahres!) Wir nehmen Sie beim Wort und messen Sie an Taten. ("
324478,So ist es!,FDP,<unknown>,FDP,Michael Theurer,2017-12-13,146204,"f die Amerikaner zugehen müssen, Druck machen müssen. Aber wenn wir feststellen, dass wir uns nicht durchsetzen können, dann müssen wir einen Rat der OECD auch berücksichtigen. Die OECD empfiehlt nämlich als besten Kampf gegen Steuervermeidung ein Steuersystem, das einfach ist und niedrige Sätze hat"
104702,Als bayerische Abgeordnete betreiben Sie nur Nestbeschmutzung; anders sind Sie nicht zufrieden! ,CDU/CSU,<unknown>,SPD,Heidemarie Wright,2002-01-31,56114,"atsministerium in eklatanter Weise seine Aufgaben nicht wahrgenommen. Man glaubt es ja nicht, dass immer noch und immer wieder via Bayern der Verbraucherschutz auf die leichte Schulter genommen wird.  (Heinrich-Wilhelm Ronsöhr [CDU/CSU]: Staatssekretär Müller hat das aber immer ganz anders gesagt! –"
320869,Sie wollen das Kooperationsverbot ja abschaffen!,GRÜNE,Oliver Krischer,CDU/CSU,Carola Stauche,2017-05-18,144374,hts zu teuer sein. (Oliver Krischer [GRÜNE]: Ach? – Nicole Maisch [GRÜNE]: Aber?) Aber: Eine direkte Finanzierung von Kindergarten- und Schulverpflegung durch den Bund ist nicht möglich. (Karin Binder [DIE LINKE]: Warum?) Das lassen die föderalen Strukturen der Bundesrepublik Deutschland nicht zu. (
66861,"Es kommt immer darauf an, wer etwas sagt!",SPD,Joachim Poß,FDP,Otto Solms,1999-03-18,42326,"n haben, was Sie damit angerichtet haben. Es wäre eben besser – das habe ich in der letzten Debatte schon gesagt –, erst einmal nachzudenken, bevor Sie handeln. Die Politik nach dem Motto „Erst entscheiden und hinterher nachdenken“ muß in die Irre führen. Aber Sie scheinen nicht belehrbar zu sein. ("
340257,Ist ja auch so!,AfD,Tino Chrupalla,CDU/CSU,Dr. Carsten Linnemann,2018-11-22,153523,"lkontrollen, Ausbildungsnachweis, Hygieneampel, neue Sonnenschutzregeln, verschärfte Arbeitsstättenverordnung, Arbeitszeitdokumentation, Allergenkennzeichnung. Ich könnte fortsetzen. Ich sage das deshalb, weil diese kleinen Betriebe das Gefühl haben, dass sie hier nicht mehr ernst genommen werden. ("
303974,Das stimmt nicht! Alltäglich ist das nicht!,CDU/CSU,Manfred Grund,GRÜNE,Dr. Anton Hofreiter,2016-02-18,136659,"n sich sicher fühlen sollen, Menschen, die bei uns Schutz suchen vor Gewalt, vor Folter, vor Bomben und vor Krieg. Ein Staat versagt, wenn er seine Schutzverantwortung für alle Menschen im Land nicht ernst nimmt. Rechte Gewalt ist in unserem Land tragischerweise wieder etwas Alltägliches geworden. ("
15032,Darüber werden wir  noch reden!,SPD,Günter Rixe,CDU/CSU,Wolfgang Meckelburg,1992-11-06,8861,"n  zunächst keine großen Schwierigkeiten sehen, das  Gremium funktionsfähig zu erhalten. Aber wenn nach  dem Hinzukommen der neuen Bundesländer die  Parität erhalten werden soll, wird das Gremium sehr  groß und eigentlich arbeitsunfähig. Es geht also  darum, dieses Gremium effizient zu gestalten.  ("
289082,Das können Sie ja alles in Thüringen beschließen! Alles Gute können Sie jetzt in Thüringen beschließen!,CDU/CSU,Manfred Grund,DIE LINKE,Eva Bulling-Schröter,2014-12-05,129447,"Deutschland nicht. Wir leben in einem Europa. Ich frage mich daher: Warum gibt es so etwas bei uns nicht? Es wurde explizit ausgeführt, dass dort im Winter keine Strom- und Heizungssperren vorgenommen werden, dass das ausgeschlossen ist. Dann gab es noch den Zusatz: Es gibt keine Mitnahmeeffekte.  ("
410580,"Ich habe Ihnen doch gerade gesagt, wie es geht!",AfD,Marc Bernhard,FDP,Daniel Föst,2022-11-09,187187,"imawandel, im 21. Jahrhundert in dieser Welt noch erleben? (Beifall bei der FDP sowie bei Abgeordneten der SPD und des GRÜNE – Zuruf des Abg. Marc Bernhard [AfD]) Ich mache einen Haken daran, dass Kernenergie momentan noch eine Übergangstechnologie ist, wie es die Europäische Union festgelegt hat. ("
